LARA ID_LARA
EXAMINE8_COMBO1 ID_EXAMINE8_COMBO1
EXAMINE8_COMBO2 ID_EXAMINE8_COMBO2
PUZZLE_HOLE1 ID_PUZZLE_HOLE1
PUZZLE_HOLE2 ID_PUZZLE_HOLE2
PUZZLE_HOLE3 ID_PUZZLE_HOLE3
PUZZLE_HOLE4 ID_PUZZLE_HOLE4
PUZZLE_HOLE5 ID_PUZZLE_HOLE5
PUZZLE_HOLE6 ID_PUZZLE_HOLE6
PUZZLE_HOLE7 ID_PUZZLE_HOLE7
PUZZLE_HOLE8 ID_PUZZLE_HOLE8
PUZZLE_HOLE9 ID_PUZZLE_HOLE9
PUZZLE_HOLE10 ID_PUZZLE_HOLE10
PUZZLE_HOLE11 ID_PUZZLE_HOLE11
PUZZLE_HOLE12 ID_PUZZLE_HOLE12
PUZZLE_HOLE13 ID_PUZZLE_HOLE13
PUZZLE_HOLE14 ID_PUZZLE_HOLE14
PUZZLE_HOLE15 ID_PUZZLE_HOLE15
PUZZLE_HOLE16 ID_PUZZLE_HOLE16
PUZZLE_DONE1 ID_PUZZLE_DONE1
PUZZLE_DONE2 ID_PUZZLE_DONE2
PUZZLE_DONE3 ID_PUZZLE_DONE3
PUZZLE_DONE4 ID_PUZZLE_DONE4
PUZZLE_DONE5 ID_PUZZLE_DONE5
PUZZLE_DONE6 ID_PUZZLE_DONE6
PUZZLE_DONE7 ID_PUZZLE_DONE7
PUZZLE_DONE8 ID_PUZZLE_DONE8
PUZZLE_DONE9 ID_PUZZLE_DONE9
PUZZLE_DONE10 ID_PUZZLE_DONE10
PUZZLE_DONE11 ID_PUZZLE_DONE11
PUZZLE_DONE12 ID_PUZZLE_DONE12
PUZZLE_DONE13 ID_PUZZLE_DONE13
PUZZLE_DONE14 ID_PUZZLE_DONE14
PUZZLE_DONE15 ID_PUZZLE_DONE15
PUZZLE_DONE16 ID_PUZZLE_DONE16
KEY_HOLE1 ID_KEY_HOLE1
KEY_HOLE2 ID_KEY_HOLE2
KEY_HOLE3 ID_KEY_HOLE3
KEY_HOLE4 ID_KEY_HOLE4
KEY_HOLE5 ID_KEY_HOLE5
KEY_HOLE6 ID_KEY_HOLE6
KEY_HOLE7 ID_KEY_HOLE7
KEY_HOLE8 ID_KEY_HOLE8
KEY_HOLE9 ID_KEY_HOLE9
KEY_HOLE10 ID_KEY_HOLE10
KEY_HOLE11 ID_KEY_HOLE11
KEY_HOLE12 ID_KEY_HOLE12
KEY_HOLE13 ID_KEY_HOLE13
KEY_HOLE14 ID_KEY_HOLE14
KEY_HOLE15 ID_KEY_HOLE15
KEY_HOLE16 ID_KEY_HOLE16
WATERSKIN1_EMPTY ID_WATERSKIN1_EMPTY
WATERSKIN1_1 ID_WATERSKIN1_1
WATERSKIN1_2 ID_WATERSKIN1_2
WATERSKIN1_3 ID_WATERSKIN1_3
WATERSKIN2_EMPTY ID_WATERSKIN2_EMPTY
WATERSKIN2_1 ID_WATERSKIN2_1
WATERSKIN2_2 ID_WATERSKIN2_2
WATERSKIN2_3 ID_WATERSKIN2_3
WATERSKIN2_4 ID_WATERSKIN2_4
WATERSKIN2_5 ID_WATERSKIN2_5
HAMMER_ITEM ID_HAMMER_ITEM
CROWBAR_ITEM ID_CROWBAR_ITEM
BURNING_TORCH_ITEM ID_BURNING_TORCH_ITEM
CLOCKWORK_BEETLE ID_CLOCKWORK_BEETLE
CLOCKWORK_BEETLE_COMBO1 ID_CLOCKWORK_BEETLE_COMBO1
CLOCKWORK_BEETLE_COMBO2 ID_CLOCKWORK_BEETLE_COMBO2
SWITCH_TYPE1 ID_SWITCH_TYPE1
SWITCH_TYPE2 ID_SWITCH_TYPE2
SWITCH_TYPE3 ID_SWITCH_TYPE3
SWITCH_TYPE4 ID_SWITCH_TYPE4
SWITCH_TYPE5 ID_SWITCH_TYPE5
SWITCH_TYPE6 ID_SWITCH_TYPE6
SWITCH_TYPE7 ID_SWITCH_TYPE7
SWITCH_TYPE8 ID_SWITCH_TYPE8
SWITCH_TYPE9 ID_SWITCH_TYPE9
SWITCH_TYPE10 ID_SWITCH_TYPE10
SWITCH_TYPE11 ID_SWITCH_TYPE11
SWITCH_TYPE12 ID_SWITCH_TYPE12
SWITCH_TYPE13 ID_SWITCH_TYPE13
SWITCH_TYPE14 ID_SWITCH_TYPE14
SWITCH_TYPE15 ID_SWITCH_TYPE15
SWITCH_TYPE16 ID_SWITCH_TYPE16
SHOOT_SWITCH1 ID_SHOOT_SWITCH1
SHOOT_SWITCH2 ID_SHOOT_SWITCH2
SHOOT_SWITCH3 ID_SHOOT_SWITCH3
SHOOT_SWITCH4 ID_SHOOT_SWITCH4
AIRLOCK_SWITCH ID_AIRLOCK_SWITCH
UNDERWATER_SWITCH1 ID_UNDERWATER_SWITCH1
UNDERWATER_SWITCH2 ID_UNDERWATER_SWITCH2
UNDERWATER_SWITCH3 ID_UNDERWATER_SWITCH3
UNDERWATER_SWITCH4 ID_UNDERWATER_SWITCH4
TURN_SWITCH ID_TURN_SWITCH
COG_SWITCH ID_COG_SWITCH
LEVER_SWITCH ID_LEVER_SWITCH
JUMP_SWITCH ID_JUMP_SWITCH
CROWBAR_SWITCH ID_CROWBAR_SWITCH
PULLEY ID_PULLEY
CROWDOVE_SWITCH ID_CROWDOVE_SWITCH
DOOR_TYPE1 ID_DOOR_TYPE1
DOOR_TYPE2 ID_DOOR_TYPE2
DOOR_TYPE3 ID_DOOR_TYPE3
DOOR_TYPE4 ID_DOOR_TYPE4
DOOR_TYPE5 ID_DOOR_TYPE5
DOOR_TYPE6 ID_DOOR_TYPE6
DOOR_TYPE7 ID_DOOR_TYPE7
DOOR_TYPE8 ID_DOOR_TYPE8
DOOR_TYPE9 ID_DOOR_TYPE9
DOOR_TYPE10 ID_DOOR_TYPE10
DOOR_TYPE11 ID_DOOR_TYPE11
DOOR_TYPE12 ID_DOOR_TYPE12
DOOR_TYPE13 ID_DOOR_TYPE13
DOOR_TYPE14 ID_DOOR_TYPE14
DOOR_TYPE15 ID_DOOR_TYPE15
DOOR_TYPE16 ID_DOOR_TYPE16
DOOR_TYPE17 ID_DOOR_TYPE17
DOOR_TYPE18 ID_DOOR_TYPE18
DOOR_TYPE19 ID_DOOR_TYPE19
DOOR_TYPE20 ID_DOOR_TYPE20
DOOR_TYPE21 ID_DOOR_TYPE21
DOOR_TYPE22 ID_DOOR_TYPE22
DOOR_TYPE23 ID_DOOR_TYPE23
DOOR_TYPE24 ID_DOOR_TYPE24
CLOSED_DOOR1 ID_CLOSED_DOOR1
CLOSED_DOOR2 ID_CLOSED_DOOR2
CLOSED_DOOR3 ID_CLOSED_DOOR3
CLOSED_DOOR4 ID_CLOSED_DOOR4
CLOSED_DOOR5 ID_CLOSED_DOOR5
CLOSED_DOOR6 ID_CLOSED_DOOR6
LIFT_DOORS1 ID_LIFT_DOORS1
LIFT_DOORS2 ID_LIFT_DOORS2
PUSHPULL_DOOR1 ID_PUSHPULL_DOOR1
PUSHPULL_DOOR2 ID_PUSHPULL_DOOR2
PUSHPULL_DOOR3 ID_PUSHPULL_DOOR3
PUSHPULL_DOOR4 ID_PUSHPULL_DOOR4
KICK_DOOR1 ID_KICK_DOOR1
KICK_DOOR2 ID_KICK_DOOR2
KICK_DOOR3 ID_KICK_DOOR3
KICK_DOOR4 ID_KICK_DOOR4
UNDERWATER_DOOR1 ID_UNDERWATER_DOOR1
UNDERWATER_DOOR2 ID_UNDERWATER_DOOR2
UNDERWATER_DOOR3 ID_UNDERWATER_DOOR3
UNDERWATER_DOOR4 ID_UNDERWATER_DOOR4
DOUBLE_DOORS1 ID_DOUBLE_DOORS1
DOUBLE_DOORS2 ID_DOUBLE_DOORS2
DOUBLE_DOORS3 ID_DOUBLE_DOORS3
DOUBLE_DOORS4 ID_DOUBLE_DOORS4
SEQUENCE_DOOR1 ID_SEQUENCE_DOOR1
SEQUENCE_SWITCH1 ID_SEQUENCE_SWITCH1
SEQUENCE_SWITCH2 ID_SEQUENCE_SWITCH2
SEQUENCE_SWITCH3 ID_SEQUENCE_SWITCH3
STEEL_DOOR ID_STEEL_DOOR
GOD_HEAD ID_GOD_HEAD
PISTOLS_ITEM ID_PISTOLS_ITEM
PISTOLS_AMMO_ITEM ID_PISTOLS_AMMO_ITEM
UZI_ITEM ID_UZI_ITEM
UZI_AMMO_ITEM ID_UZI_AMMO_ITEM
SHOTGUN_ITEM ID_SHOTGUN_ITEM
SHOTGUN_AMMO1_ITEM ID_SHOTGUN_AMMO1_ITEM
SHOTGUN_AMMO2_ITEM ID_SHOTGUN_AMMO2_ITEM
REVOLVER_ITEM ID_REVOLVER_ITEM
REVOLVER_AMMO_ITEM ID_REVOLVER_AMMO_ITEM
CROSSBOW_ITEM ID_CROSSBOW_ITEM
CROSSBOW_AMMO1_ITEM ID_CROSSBOW_AMMO1_ITEM
CROSSBOW_AMMO2_ITEM ID_CROSSBOW_AMMO2_ITEM
CROSSBOW_AMMO3_ITEM ID_CROSSBOW_AMMO3_ITEM
CROSSBOW_BOLT ID_CROSSBOW_BOLT
HK_ITEM ID_HK_ITEM
HK_AMMO_ITEM ID_HK_AMMO_ITEM
GRENADE_GUN_ITEM ID_GRENADE_GUN_ITEM
GRENADE_AMMO1_ITEM ID_GRENADE_AMMO1_ITEM
GRENADE_AMMO2_ITEM ID_GRENADE_AMMO2_ITEM
GRENADE_AMMO3_ITEM ID_GRENADE_AMMO3_ITEM
GRENADE ID_GRENADE
ROCKET_LAUNCHER_ITEM ID_ROCKET_LAUNCHER_ITEM
ROCKET_LAUNCHER_AMMO_ITEM ID_ROCKET_LAUNCHER_AMMO_ITEM
ROCKET ID_ROCKET
HARPOON_ITEM ID_HARPOON_ITEM
HARPOON_AMMO_ITEM ID_HARPOON_AMMO_ITEM
HARPOON ID_HARPOON
GOLDROSE_ITEM ID_GOLDROSE_ITEM
BIGMEDI_ITEM ID_BIGMEDI_ITEM
SMALLMEDI_ITEM ID_SMALLMEDI_ITEM
LASERSIGHT_ITEM ID_LASERSIGHT_ITEM
BINOCULARS_ITEM ID_BINOCULARS_ITEM
SILENCER_ITEM ID_SILENCER_ITEM
FLARE_ITEM ID_FLARE_ITEM
FLARE_INV_ITEM ID_FLARE_INV_ITEM
COMPASS_ITEM ID_COMPASS_ITEM
DIARY_ITEM ID_DIARY_ITEM
TIMEX_ITEM ID_TIMEX_ITEM
MEMCARD_LOAD_INV_ITEM ID_MEMCARD_LOAD_INV_ITEM
MEMCARD_SAVE_INV_ITEM ID_MEMCARD_SAVE_INV_ITEM
PC_LOAD_INV_ITEM ID_PC_LOAD_INV_ITEM
PC_LOAD_SAVE_ITEM ID_PC_LOAD_SAVE_ITEM
OPEN_DIARY_ITEM ID_OPEN_DIARY_ITEM
INVENTORY_PASSPORT ID_INVENTORY_PASSPORT
INVENTORY_SUNGLASSES ID_INVENTORY_SUNGLASSES
INVENTORY_KEYS ID_INVENTORY_KEYS
INVENTORY_HEADPHONES ID_INVENTORY_HEADPHONES
INVENTORY_POLAROID ID_INVENTORY_POLAROID
SMOKE_EMITTER_WHITE ID_SMOKE_EMITTER_WHITE
SMOKE_EMITTER_BLACK ID_SMOKE_EMITTER_BLACK
SMOKE_EMITTER ID_SMOKE_EMITTER
LOCUST_EMITTER ID_LOCUST_EMITTER
EARTHQUAKE ID_EARTHQUAKE
BUBBLES ID_BUBBLES
WATERFALLMIST ID_WATERFALLMIST
GUNSHELL ID_GUNSHELL
SHOTGUNSHELL ID_SHOTGUNSHELL
GUN_FLASH ID_GUN_FLASH
GUN_FLASH2 ID_GUN_FLASH2
COLOR_LIGHT ID_COLOR_LIGHT
BLINKING_LIGHT ID_BLINKING_LIGHT
PULSE_LIGHT ID_PULSE_LIGHT
STROBE_LIGHT ID_STROBE_LIGHT
ELECTRICAL_LIGHT ID_ELECTRICAL_LIGHT
LENS_FLARE ID_LENS_FLARE
ENERGY_BUBBLES ID_ENERGY_BUBBLES
PLANET_EFFECT ID_PLANET_EFFECT
BUTTERFLY ID_BUTTERFLY
AI_GUARD ID_AI_GUARD
AI_AMBUSH ID_AI_AMBUSH
AI_PATROL1 ID_AI_PATROL1
AI_MODIFY ID_AI_MODIFY
AI_FOLLOW ID_AI_FOLLOW
AI_PATROL2 ID_AI_PATROL2
AI_X1 ID_AI_X1
AI_X2 ID_AI_X2
LARA_START_POS ID_LARA_START_POS
TELEPORTER ID_TELEPORTER
LIFT_TELEPORTER ID_LIFT_TELEPORTER
LASERS ID_LASERS
STEAM_LASERS ID_STEAM_LASERS
FLOOR_LASERS ID_FLOOR_LASERS
KILL_ALL_TRIGGERS ID_KILL_ALL_TRIGGERS
TRIGGER_TRIGGERER ID_TRIGGER_TRIGGERER
HIGH_OBJECT1 ID_HIGH_OBJECT1
HIGH_OBJECT2 ID_HIGH_OBJECT2
SMASH_OBJECT1 ID_SMASH_OBJECT1
SMASH_OBJECT2 ID_SMASH_OBJECT2
SMASH_OBJECT3 ID_SMASH_OBJECT3
SMASH_OBJECT4 ID_SMASH_OBJECT4
SMASH_OBJECT5 ID_SMASH_OBJECT5
SMASH_OBJECT6 ID_SMASH_OBJECT6
SMASH_OBJECT7 ID_SMASH_OBJECT7
SMASH_OBJECT8 ID_SMASH_OBJECT8
SMASH_OBJECT9 ID_SMASH_OBJECT9
SMASH_OBJECT10 ID_SMASH_OBJECT10
SMASH_OBJECT11 ID_SMASH_OBJECT11
SMASH_OBJECT12 ID_SMASH_OBJECT12
SMASH_OBJECT13 ID_SMASH_OBJECT13
SMASH_OBJECT14 ID_SMASH_OBJECT14
SMASH_OBJECT15 ID_SMASH_OBJECT15
SMASH_OBJECT16 ID_SMASH_OBJECT16
BODY_PART ID_BODY_PART
CAMERA_TARGET ID_CAMERA_TARGET
WATERFALL1 ID_WATERFALL1
WATERFALL2 ID_WATERFALL2
WATERFALL3 ID_WATERFALL3
WATERFALL4 ID_WATERFALL4
WATERFALL5 ID_WATERFALL5
WATERFALL6 ID_WATERFALL6
WATERFALLSS1 ID_WATERFALLSS1
WATERFALLSS2 ID_WATERFALLSS2
FISHTANK ID_FISHTANK
BACON_REFERENCE ID_BACON_REFERENCE
MESHSWAP1 ID_MESHSWAP1
MESHSWAP2 ID_MESHSWAP2
MESHSWAP3 ID_MESHSWAP3
MESHSWAP4 ID_MESHSWAP4
MESHSWAP5 ID_MESHSWAP5
MESHSWAP6 ID_MESHSWAP6
MESHSWAP7 ID_MESHSWAP7
MESHSWAP8 ID_MESHSWAP8
MESHSWAP9 ID_MESHSWAP9
MESHSWAP10 ID_MESHSWAP10
MESHSWAP_BADDY1 ID_MESHSWAP_BADDY1
MESHSWAP_BADDY2 ID_MESHSWAP_BADDY2
MESHSWAP_MAFIA2 ID_MESHSWAP_MAFIA2
MESHSWAP_IMP ID_MESHSWAP_IMP
MESHSWAP_HITMAN ID_MESHSWAP_HITMAN
MESHSWAP_ROMAN_GOD1 ID_MESHSWAP_ROMAN_GOD1
MESHSWAP_ROMAN_GOD2 ID_MESHSWAP_ROMAN_GOD2
ANIMATING1 ID_ANIMATING1
ANIMATING2 ID_ANIMATING2
ANIMATING3 ID_ANIMATING3
ANIMATING4 ID_ANIMATING4
ANIMATING5 ID_ANIMATING5
ANIMATING6 ID_ANIMATING6
ANIMATING7 ID_ANIMATING7
ANIMATING8 ID_ANIMATING8
ANIMATING9 ID_ANIMATING9
ANIMATING10 ID_ANIMATING10
ANIMATING11 ID_ANIMATING11
ANIMATING12 ID_ANIMATING12
ANIMATING13 ID_ANIMATING13
ANIMATING14 ID_ANIMATING14
ANIMATING15 ID_ANIMATING15
ANIMATING16 ID_ANIMATING16
ANIMATING17 ID_ANIMATING17
ANIMATING18 ID_ANIMATING18
ANIMATING19 ID_ANIMATING19
ANIMATING20 ID_ANIMATING20
ANIMATING21 ID_ANIMATING21
ANIMATING22 ID_ANIMATING22
ANIMATING23 ID_ANIMATING23
ANIMATING24 ID_ANIMATING24
ANIMATING25 ID_ANIMATING25
ANIMATING26 ID_ANIMATING26
ANIMATING27 ID_ANIMATING27
ANIMATING28 ID_ANIMATING28
ANIMATING29 ID_ANIMATING29
ANIMATING30 ID_ANIMATING30
ANIMATING31 ID_ANIMATING31
ANIMATING32 ID_ANIMATING32
ANIMATING33 ID_ANIMATING33
ANIMATING34 ID_ANIMATING34
ANIMATING35 ID_ANIMATING35
ANIMATING36 ID_ANIMATING36
ANIMATING37 ID_ANIMATING37
ANIMATING38 ID_ANIMATING38
ANIMATING39 ID_ANIMATING39
ANIMATING40 ID_ANIMATING40
ANIMATING41 ID_ANIMATING41
ANIMATING42 ID_ANIMATING42
ANIMATING43 ID_ANIMATING43
ANIMATING44 ID_ANIMATING44
ANIMATING45 ID_ANIMATING45
ANIMATING46 ID_ANIMATING46
ANIMATING47 ID_ANIMATING47
ANIMATING48 ID_ANIMATING48
ANIMATING49 ID_ANIMATING49
ANIMATING50 ID_ANIMATING50
ANIMATING51 ID_ANIMATING51
ANIMATING52 ID_ANIMATING52
ANIMATING53 ID_ANIMATING53
ANIMATING54 ID_ANIMATING54
ANIMATING55 ID_ANIMATING55
ANIMATING56 ID_ANIMATING56
ANIMATING57 ID_ANIMATING57
ANIMATING58 ID_ANIMATING58
ANIMATING59 ID_ANIMATING59
ANIMATING60 ID_ANIMATING60
ANIMATING61 ID_ANIMATING61
ANIMATING62 ID_ANIMATING62
ANIMATING63 ID_ANIMATING63
ANIMATING64 ID_ANIMATING64
ANIMATING65 ID_ANIMATING65
ANIMATING66 ID_ANIMATING66
ANIMATING67 ID_ANIMATING67
ANIMATING68 ID_ANIMATING68
ANIMATING69 ID_ANIMATING69
ANIMATING70 ID_ANIMATING70
ANIMATING71 ID_ANIMATING71
ANIMATING72 ID_ANIMATING72
ANIMATING73 ID_ANIMATING73
ANIMATING74 ID_ANIMATING74
ANIMATING75 ID_ANIMATING75
ANIMATING76 ID_ANIMATING76
ANIMATING77 ID_ANIMATING77
ANIMATING78 ID_ANIMATING78
ANIMATING79 ID_ANIMATING79
ANIMATING80 ID_ANIMATING80
ANIMATING81 ID_ANIMATING81
ANIMATING82 ID_ANIMATING82
ANIMATING83 ID_ANIMATING83
ANIMATING84 ID_ANIMATING84
ANIMATING85 ID_ANIMATING85
ANIMATING86 ID_ANIMATING86
ANIMATING87 ID_ANIMATING87
ANIMATING88 ID_ANIMATING88
ANIMATING89 ID_ANIMATING89
ANIMATING90 ID_ANIMATING90
ANIMATING91 ID_ANIMATING91
ANIMATING92 ID_ANIMATING92
ANIMATING93 ID_ANIMATING93
ANIMATING94 ID_ANIMATING94
ANIMATING95 ID_ANIMATING95
ANIMATING96 ID_ANIMATING96
ANIMATING97 ID_ANIMATING97
ANIMATING98 ID_ANIMATING98
ANIMATING99 ID_ANIMATING99
ANIMATING100 ID_ANIMATING100
ANIMATING101 ID_ANIMATING101
ANIMATING102 ID_ANIMATING102
ANIMATING103 ID_ANIMATING103
ANIMATING104 ID_ANIMATING104
ANIMATING105 ID_ANIMATING105
ANIMATING106 ID_ANIMATING106
ANIMATING107 ID_ANIMATING107
ANIMATING108 ID_ANIMATING108
ANIMATING109 ID_ANIMATING109
ANIMATING110 ID_ANIMATING110
ANIMATING111 ID_ANIMATING111
ANIMATING112 ID_ANIMATING112
ANIMATING113 ID_ANIMATING113
ANIMATING114 ID_ANIMATING114
ANIMATING115 ID_ANIMATING115
ANIMATING116 ID_ANIMATING116
ANIMATING117 ID_ANIMATING117
ANIMATING118 ID_ANIMATING118
ANIMATING119 ID_ANIMATING119
ANIMATING120 ID_ANIMATING120
ANIMATING121 ID_ANIMATING121
ANIMATING122 ID_ANIMATING122
ANIMATING123 ID_ANIMATING123
ANIMATING124 ID_ANIMATING124
ANIMATING125 ID_ANIMATING125
ANIMATING126 ID_ANIMATING126
ANIMATING127 ID_ANIMATING127
ANIMATING128 ID_ANIMATING128
LASERHEAD_BASE ID_LASERHEAD_BASE
LASERHEAD_TENTACLE ID_LASERHEAD_TENTACLE
BRIDGE_FLAT ID_BRIDGE_FLAT
BRIDGE_TILT1 ID_BRIDGE_TILT1
BRIDGE_TILT2 ID_BRIDGE_TILT2
BRIDGE_TILT3 ID_BRIDGE_TILT3
BRIDGE_TILT4 ID_BRIDGE_TILT4
HORIZON ID_HORIZON
BINOCULAR_GRAPHICS ID_BINOCULAR_GRAPHICS
TARGET_GRAPHICS ID_TARGET_GRAPHICS
SKY_GRAPHICS ID_SKY_GRAPHICS
DEFAULT_SPRITES ID_DEFAULT_SPRITES
MISC_SPRITES ID_MISC_SPRITES
CUSTOM_SPRITES ID_CUSTOM_SPRITES
FIRE_SPRITES ID_FIRE_SPRITES
SMOKE_SPRITES ID_SMOKE_SPRITES
SPARK_SPRITE ID_SPARK_SPRITE
DRIP_SPRITE ID_DRIP_SPRITE
EXPLOSION_SPRITES ID_EXPLOSION_SPRITES
MOTOR_BOAT_FOAM_SPRITES ID_MOTOR_BOAT_FOAM_SPRITES
RUBBER_BOAT_WAVE_SPRITES ID_RUBBER_BOAT_WAVE_SPRITES
SKIDOO_SNOW_TRAIL_SPRITES ID_SKIDOO_SNOW_TRAIL_SPRITES
KAYAK_PADDLE_TRAIL_SPRITE ID_KAYAK_PADDLE_TRAIL_SPRITE
KAYAK_WAKE_SPRTIES ID_KAYAK_WAKE_SPRTIES
PANEL_BORDER ID_PANEL_BORDER
PANEL_MIDDLE ID_PANEL_MIDDLE
PANEL_CORNER ID_PANEL_CORNER
PANEL_DIAGONAL ID_PANEL_DIAGONAL
PANEL_STRIP ID_PANEL_STRIP
PANEL_HALF_BORDER1 ID_PANEL_HALF_BORDER1
PANEL_HALF_BORDER2 ID_PANEL_HALF_BORDER2
PANEL_MIDDLE_CORNER ID_PANEL_MIDDLE_CORNER
